,date,month,year,instruments,volume,Segment,AssetClass,Duration
36,2025-01-01,1,2025,Corporate Bonds_Institutional Clients,47051.206184,CORP,Corporate Bonds,Institutional Clients
0,2025-01-01,1,2025,Corporate Bonds_Investment Dealers,2910.66058,CORP,Corporate Bonds,Investment Dealers
72,2025-01-01,1,2025,Corporate Bonds_Issuer,0.115,CORP,Corporate Bonds,Issuer
60,2025-01-01,1,2025,Corporate Bonds_Non-Residents,10589.434196,CORP,Corporate Bonds,Non-Residents
48,2025-01-01,1,2025,Corporate Bonds_Retail Clients,3355.169717,CORP,Corporate Bonds,Retail Clients
96,2025-01-01,1,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
108,2025-01-01,1,2025,Other Domestic Bonds_Banks,27.512,CORP,Other Domestic Bonds,Banks
120,2025-01-01,1,2025,Other Domestic Bonds_Institutional Clients,346.622264,CORP,Other Domestic Bonds,Institutional Clients
84,2025-01-01,1,2025,Other Domestic Bonds_Investment Dealers,15.2405,CORP,Other Domestic Bonds,Investment Dealers
156,2025-01-01,1,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
144,2025-01-01,1,2025,Other Domestic Bonds_Non-Residents,111.741,CORP,Other Domestic Bonds,Non-Residents
132,2025-01-01,1,2025,Other Domestic Bonds_Retail Clients,40.3642,CORP,Other Domestic Bonds,Retail Clients
13,2025-02-01,2,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1431.019,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
25,2025-02-01,2,2025,Corporate Bonds_Banks,796.502963,CORP,Corporate Bonds,Banks
37,2025-02-01,2,2025,Corporate Bonds_Institutional Clients,34935.074089,CORP,Corporate Bonds,Institutional Clients
1,2025-02-01,2,2025,Corporate Bonds_Investment Dealers,2576.983159,CORP,Corporate Bonds,Investment Dealers
73,2025-02-01,2,2025,Corporate Bonds_Issuer,0.314,CORP,Corporate Bonds,Issuer
61,2025-02-01,2,2025,Corporate Bonds_Non-Residents,12515.131301,CORP,Corporate Bonds,Non-Residents
49,2025-02-01,2,2025,Corporate Bonds_Retail Clients,2941.310567,CORP,Corporate Bonds,Retail Clients
97,2025-02-01,2,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
109,2025-02-01,2,2025,Other Domestic Bonds_Banks,2.048,CORP,Other Domestic Bonds,Banks
121,2025-02-01,2,2025,Other Domestic Bonds_Institutional Clients,180.393843,CORP,Other Domestic Bonds,Institutional Clients
85,2025-02-01,2,2025,Other Domestic Bonds_Investment Dealers,9.182,CORP,Other Domestic Bonds,Investment Dealers
157,2025-02-01,2,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
145,2025-02-01,2,2025,Other Domestic Bonds_Non-Residents,152.532,CORP,Other Domestic Bonds,Non-Residents
133,2025-02-01,2,2025,Other Domestic Bonds_Retail Clients,24.265677,CORP,Other Domestic Bonds,Retail Clients
14,2025-03-01,3,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2003.0385,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
26,2025-03-01,3,2025,Corporate Bonds_Banks,1004.845052,CORP,Corporate Bonds,Banks
38,2025-03-01,3,2025,Corporate Bonds_Institutional Clients,46004.700844,CORP,Corporate Bonds,Institutional Clients
2,2025-03-01,3,2025,Corporate Bonds_Investment Dealers,3121.905502,CORP,Corporate Bonds,Investment Dealers
74,2025-03-01,3,2025,Corporate Bonds_Issuer,0.747,CORP,Corporate Bonds,Issuer
62,2025-03-01,3,2025,Corporate Bonds_Non-Residents,10795.929603,CORP,Corporate Bonds,Non-Residents
50,2025-03-01,3,2025,Corporate Bonds_Retail Clients,3226.991913,CORP,Corporate Bonds,Retail Clients
98,2025-03-01,3,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
110,2025-03-01,3,2025,Other Domestic Bonds_Banks,57.556,CORP,Other Domestic Bonds,Banks
122,2025-03-01,3,2025,Other Domestic Bonds_Institutional Clients,349.7883,CORP,Other Domestic Bonds,Institutional Clients
86,2025-03-01,3,2025,Other Domestic Bonds_Investment Dealers,22.702,CORP,Other Domestic Bonds,Investment Dealers
158,2025-03-01,3,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
146,2025-03-01,3,2025,Other Domestic Bonds_Non-Residents,182.624,CORP,Other Domestic Bonds,Non-Residents
134,2025-03-01,3,2025,Other Domestic Bonds_Retail Clients,17.710852,CORP,Other Domestic Bonds,Retail Clients
15,2025-04-01,4,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1601.542,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
27,2025-04-01,4,2025,Corporate Bonds_Banks,814.568779,CORP,Corporate Bonds,Banks
39,2025-04-01,4,2025,Corporate Bonds_Institutional Clients,43286.452138,CORP,Corporate Bonds,Institutional Clients
3,2025-04-01,4,2025,Corporate Bonds_Investment Dealers,2339.907517,CORP,Corporate Bonds,Investment Dealers
75,2025-04-01,4,2025,Corporate Bonds_Issuer,3.964,CORP,Corporate Bonds,Issuer
63,2025-04-01,4,2025,Corporate Bonds_Non-Residents,9389.437651,CORP,Corporate Bonds,Non-Residents
51,2025-04-01,4,2025,Corporate Bonds_Retail Clients,2689.703871,CORP,Corporate Bonds,Retail Clients
99,2025-04-01,4,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,15,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
111,2025-04-01,4,2025,Other Domestic Bonds_Banks,25.028,CORP,Other Domestic Bonds,Banks
123,2025-04-01,4,2025,Other Domestic Bonds_Institutional Clients,445.820014,CORP,Other Domestic Bonds,Institutional Clients
87,2025-04-01,4,2025,Other Domestic Bonds_Investment Dealers,82.9605,CORP,Other Domestic Bonds,Investment Dealers
159,2025-04-01,4,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
147,2025-04-01,4,2025,Other Domestic Bonds_Non-Residents,443.7865,CORP,Other Domestic Bonds,Non-Residents
135,2025-04-01,4,2025,Other Domestic Bonds_Retail Clients,6.176916,CORP,Other Domestic Bonds,Retail Clients
16,2025-05-01,5,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1323.63505,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
28,2025-05-01,5,2025,Corporate Bonds_Banks,2826.495256,CORP,Corporate Bonds,Banks
40,2025-05-01,5,2025,Corporate Bonds_Institutional Clients,40944.428083,CORP,Corporate Bonds,Institutional Clients
4,2025-05-01,5,2025,Corporate Bonds_Investment Dealers,3019.433795,CORP,Corporate Bonds,Investment Dealers
76,2025-05-01,5,2025,Corporate Bonds_Issuer,5.8575,CORP,Corporate Bonds,Issuer
64,2025-05-01,5,2025,Corporate Bonds_Non-Residents,10715.936587,CORP,Corporate Bonds,Non-Residents
52,2025-05-01,5,2025,Corporate Bonds_Retail Clients,2524.402616,CORP,Corporate Bonds,Retail Clients
100,2025-05-01,5,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
112,2025-05-01,5,2025,Other Domestic Bonds_Banks,45.6865,CORP,Other Domestic Bonds,Banks
124,2025-05-01,5,2025,Other Domestic Bonds_Institutional Clients,600.579529,CORP,Other Domestic Bonds,Institutional Clients
88,2025-05-01,5,2025,Other Domestic Bonds_Investment Dealers,40.665841,CORP,Other Domestic Bonds,Investment Dealers
160,2025-05-01,5,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
148,2025-05-01,5,2025,Other Domestic Bonds_Non-Residents,309.6484,CORP,Other Domestic Bonds,Non-Residents
136,2025-05-01,5,2025,Other Domestic Bonds_Retail Clients,18.578553,CORP,Other Domestic Bonds,Retail Clients
17,2025-06-01,6,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1504.3855,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
29,2025-06-01,6,2025,Corporate Bonds_Banks,970.988603,CORP,Corporate Bonds,Banks
41,2025-06-01,6,2025,Corporate Bonds_Institutional Clients,45287.145386,CORP,Corporate Bonds,Institutional Clients
5,2025-06-01,6,2025,Corporate Bonds_Investment Dealers,2287.891335,CORP,Corporate Bonds,Investment Dealers
77,2025-06-01,6,2025,Corporate Bonds_Issuer,4.22,CORP,Corporate Bonds,Issuer
65,2025-06-01,6,2025,Corporate Bonds_Non-Residents,10890.131941,CORP,Corporate Bonds,Non-Residents
53,2025-06-01,6,2025,Corporate Bonds_Retail Clients,2673.597562,CORP,Corporate Bonds,Retail Clients
101,2025-06-01,6,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
113,2025-06-01,6,2025,Other Domestic Bonds_Banks,0.006,CORP,Other Domestic Bonds,Banks
125,2025-06-01,6,2025,Other Domestic Bonds_Institutional Clients,178.975,CORP,Other Domestic Bonds,Institutional Clients
89,2025-06-01,6,2025,Other Domestic Bonds_Investment Dealers,73.2945,CORP,Other Domestic Bonds,Investment Dealers
161,2025-06-01,6,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
149,2025-06-01,6,2025,Other Domestic Bonds_Non-Residents,459.1976,CORP,Other Domestic Bonds,Non-Residents
137,2025-06-01,6,2025,Other Domestic Bonds_Retail Clients,2.577,CORP,Other Domestic Bonds,Retail Clients
18,2025-07-01,7,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1353.72017,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
30,2025-07-01,7,2025,Corporate Bonds_Banks,1235.79995,CORP,Corporate Bonds,Banks
42,2025-07-01,7,2025,Corporate Bonds_Institutional Clients,40381.699388,CORP,Corporate Bonds,Institutional Clients
6,2025-07-01,7,2025,Corporate Bonds_Investment Dealers,2537.124523,CORP,Corporate Bonds,Investment Dealers
78,2025-07-01,7,2025,Corporate Bonds_Issuer,3.169,CORP,Corporate Bonds,Issuer
66,2025-07-01,7,2025,Corporate Bonds_Non-Residents,12694.735787,CORP,Corporate Bonds,Non-Residents
54,2025-07-01,7,2025,Corporate Bonds_Retail Clients,2460.220831,CORP,Corporate Bonds,Retail Clients
102,2025-07-01,7,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,30,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
114,2025-07-01,7,2025,Other Domestic Bonds_Banks,2.0351,CORP,Other Domestic Bonds,Banks
126,2025-07-01,7,2025,Other Domestic Bonds_Institutional Clients,12.506,CORP,Other Domestic Bonds,Institutional Clients
90,2025-07-01,7,2025,Other Domestic Bonds_Investment Dealers,3.648,CORP,Other Domestic Bonds,Investment Dealers
162,2025-07-01,7,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
150,2025-07-01,7,2025,Other Domestic Bonds_Non-Residents,357.176,CORP,Other Domestic Bonds,Non-Residents
138,2025-07-01,7,2025,Other Domestic Bonds_Retail Clients,15.0179,CORP,Other Domestic Bonds,Retail Clients
19,2025-08-01,8,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,673.715,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
31,2025-08-01,8,2025,Corporate Bonds_Banks,1417.006348,CORP,Corporate Bonds,Banks
43,2025-08-01,8,2025,Corporate Bonds_Institutional Clients,32412.208009,CORP,Corporate Bonds,Institutional Clients
7,2025-08-01,8,2025,Corporate Bonds_Investment Dealers,2841.633427,CORP,Corporate Bonds,Investment Dealers
79,2025-08-01,8,2025,Corporate Bonds_Issuer,7.2125,CORP,Corporate Bonds,Issuer
67,2025-08-01,8,2025,Corporate Bonds_Non-Residents,9514.172598,CORP,Corporate Bonds,Non-Residents
55,2025-08-01,8,2025,Corporate Bonds_Retail Clients,1782.11571,CORP,Corporate Bonds,Retail Clients
103,2025-08-01,8,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
115,2025-08-01,8,2025,Other Domestic Bonds_Banks,25.419,CORP,Other Domestic Bonds,Banks
127,2025-08-01,8,2025,Other Domestic Bonds_Institutional Clients,111.506632,CORP,Other Domestic Bonds,Institutional Clients
91,2025-08-01,8,2025,Other Domestic Bonds_Investment Dealers,13.1305,CORP,Other Domestic Bonds,Investment Dealers
163,2025-08-01,8,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
151,2025-08-01,8,2025,Other Domestic Bonds_Non-Residents,214.3173,CORP,Other Domestic Bonds,Non-Residents
139,2025-08-01,8,2025,Other Domestic Bonds_Retail Clients,3.652,CORP,Other Domestic Bonds,Retail Clients
20,2025-09-01,9,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2191.195,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
32,2025-09-01,9,2025,Corporate Bonds_Banks,1358.461692,CORP,Corporate Bonds,Banks
44,2025-09-01,9,2025,Corporate Bonds_Institutional Clients,48146.859337,CORP,Corporate Bonds,Institutional Clients
8,2025-09-01,9,2025,Corporate Bonds_Investment Dealers,3157.475912,CORP,Corporate Bonds,Investment Dealers
80,2025-09-01,9,2025,Corporate Bonds_Issuer,7.35,CORP,Corporate Bonds,Issuer
68,2025-09-01,9,2025,Corporate Bonds_Non-Residents,17059.254745,CORP,Corporate Bonds,Non-Residents
56,2025-09-01,9,2025,Corporate Bonds_Retail Clients,2461.891242,CORP,Corporate Bonds,Retail Clients
104,2025-09-01,9,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
116,2025-09-01,9,2025,Other Domestic Bonds_Banks,37.747,CORP,Other Domestic Bonds,Banks
128,2025-09-01,9,2025,Other Domestic Bonds_Institutional Clients,175.734,CORP,Other Domestic Bonds,Institutional Clients
92,2025-09-01,9,2025,Other Domestic Bonds_Investment Dealers,20.2485,CORP,Other Domestic Bonds,Investment Dealers
164,2025-09-01,9,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
152,2025-09-01,9,2025,Other Domestic Bonds_Non-Residents,65.696,CORP,Other Domestic Bonds,Non-Residents
140,2025-09-01,9,2025,Other Domestic Bonds_Retail Clients,8.15339,CORP,Other Domestic Bonds,Retail Clients
21,2025-10-01,10,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1598.192,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
33,2025-10-01,10,2025,Corporate Bonds_Banks,2098.449771,CORP,Corporate Bonds,Banks
45,2025-10-01,10,2025,Corporate Bonds_Institutional Clients,40851.667334,CORP,Corporate Bonds,Institutional Clients
9,2025-10-01,10,2025,Corporate Bonds_Investment Dealers,3409.923327,CORP,Corporate Bonds,Investment Dealers
81,2025-10-01,10,2025,Corporate Bonds_Issuer,56.286,CORP,Corporate Bonds,Issuer
69,2025-10-01,10,2025,Corporate Bonds_Non-Residents,16749.732034,CORP,Corporate Bonds,Non-Residents
57,2025-10-01,10,2025,Corporate Bonds_Retail Clients,2207.668154,CORP,Corporate Bonds,Retail Clients
105,2025-10-01,10,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,5,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
117,2025-10-01,10,2025,Other Domestic Bonds_Banks,3.946,CORP,Other Domestic Bonds,Banks
129,2025-10-01,10,2025,Other Domestic Bonds_Institutional Clients,178.856,CORP,Other Domestic Bonds,Institutional Clients
93,2025-10-01,10,2025,Other Domestic Bonds_Investment Dealers,21.3695,CORP,Other Domestic Bonds,Investment Dealers
165,2025-10-01,10,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
153,2025-10-01,10,2025,Other Domestic Bonds_Non-Residents,136.5903,CORP,Other Domestic Bonds,Non-Residents
141,2025-10-01,10,2025,Other Domestic Bonds_Retail Clients,3.334994,CORP,Other Domestic Bonds,Retail Clients
22,2025-11-01,11,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1240.4475,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
34,2025-11-01,11,2025,Corporate Bonds_Banks,1277.407212,CORP,Corporate Bonds,Banks
46,2025-11-01,11,2025,Corporate Bonds_Institutional Clients,34465.646089,CORP,Corporate Bonds,Institutional Clients
10,2025-11-01,11,2025,Corporate Bonds_Investment Dealers,2365.015226,CORP,Corporate Bonds,Investment Dealers
82,2025-11-01,11,2025,Corporate Bonds_Issuer,31.025,CORP,Corporate Bonds,Issuer
70,2025-11-01,11,2025,Corporate Bonds_Non-Residents,10536.310049,CORP,Corporate Bonds,Non-Residents
58,2025-11-01,11,2025,Corporate Bonds_Retail Clients,1874.883992,CORP,Corporate Bonds,Retail Clients
106,2025-11-01,11,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,5,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
118,2025-11-01,11,2025,Other Domestic Bonds_Banks,0.267,CORP,Other Domestic Bonds,Banks
130,2025-11-01,11,2025,Other Domestic Bonds_Institutional Clients,119.935,CORP,Other Domestic Bonds,Institutional Clients
94,2025-11-01,11,2025,Other Domestic Bonds_Investment Dealers,90.756,CORP,Other Domestic Bonds,Investment Dealers
166,2025-11-01,11,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
154,2025-11-01,11,2025,Other Domestic Bonds_Non-Residents,34.695,CORP,Other Domestic Bonds,Non-Residents
142,2025-11-01,11,2025,Other Domestic Bonds_Retail Clients,3.994471,CORP,Other Domestic Bonds,Retail Clients
23,2025-12-01,12,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1453.4115,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
35,2025-12-01,12,2025,Corporate Bonds_Banks,1148.688575,CORP,Corporate Bonds,Banks
47,2025-12-01,12,2025,Corporate Bonds_Institutional Clients,41980.327264,CORP,Corporate Bonds,Institutional Clients
11,2025-12-01,12,2025,Corporate Bonds_Investment Dealers,2574.040891,CORP,Corporate Bonds,Investment Dealers
83,2025-12-01,12,2025,Corporate Bonds_Issuer,13.028,CORP,Corporate Bonds,Issuer
71,2025-12-01,12,2025,Corporate Bonds_Non-Residents,13742.026939,CORP,Corporate Bonds,Non-Residents
59,2025-12-01,12,2025,Corporate Bonds_Retail Clients,2734.344027,CORP,Corporate Bonds,Retail Clients
107,2025-12-01,12,2025,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
119,2025-12-01,12,2025,Other Domestic Bonds_Banks,5.1095,CORP,Other Domestic Bonds,Banks
131,2025-12-01,12,2025,Other Domestic Bonds_Institutional Clients,16.236,CORP,Other Domestic Bonds,Institutional Clients
95,2025-12-01,12,2025,Other Domestic Bonds_Investment Dealers,0,CORP,Other Domestic Bonds,Investment Dealers
167,2025-12-01,12,2025,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
155,2025-12-01,12,2025,Other Domestic Bonds_Non-Residents,184.276,CORP,Other Domestic Bonds,Non-Residents
143,2025-12-01,12,2025,Other Domestic Bonds_Retail Clients,10.7044,CORP,Other Domestic Bonds,Retail Clients
